stock,date,author
WEN,2012-10-16,Thomas Finser
C,2012-10-16,Tim Travis
S,2012-10-15,Zvi Bar
GME,2012-10-15,Matthew Dow
SCMR,2012-10-15,Richard Evans
SFTBY,2012-10-14,Thomas Lott
GLW,2012-10-14,RM15
S,2012-10-14,Helix Investment Research
XSPA,2012-10-13,SteveKimLaw
LXRX,2012-10-12,Stephen Simpson
NPSP,2012-10-12,Bryce Istvan
OSK,2012-10-12,StockRiters
TRLG,2012-10-12,Vince Martin
BLFS,2012-10-12,Helix Investment Research
GE,2012-10-11,Timing Best Buy
EPRS,2012-10-10,BioNap
OCZ,2012-10-10,Ashraf Eassa
SIEGY,2012-10-10,Matthew Dow
NVS,2012-10-10,Vishal Manchanda
AAPL,2012-10-10,J. M. Manness
VHC,2012-10-10,Blue Corn Investments
AAPL,2012-10-09,Jaded Consumer
NOK,2012-10-09,Kyle Spencer
INO,2012-10-09,Nouvelle Asset Management
GLUU,2012-10-09,Kelvin M.
BKNG,2012-10-08,Delian Naydenov
XSPA,2012-10-08,James Altucher
PSTV,2012-10-08,Wall Street Titan
O,2012-10-08,Morningstar
CSCO,2012-10-06,Bill Maurer
SSSS,2012-10-05,Helix Investment Research
NVDA,2012-10-05,Adam Levine-Weinberg CFA
INTC,2012-10-04,Jae Jun
MRVL,2012-10-04,Ashraf Eassa
QRVO,2012-10-04,"Benjamin Smith, CFA, AIF®"
CLIR,2012-10-04,Lou Basenese
CLNE,2012-10-04,Cory Renauer
XSPA,2012-10-04,SteveKimLaw
EQNR,2012-10-04,Power Hedge
ASRT,2012-10-03,BioNap
SD,2012-10-03,Stone Fox Capital
MSFT,2012-10-03,Matthew Dow
WU,2012-10-03,Morningstar
INTC,2012-10-03,Jae Jun
CMG,2012-10-03,Helix Investment Research
TVIAQ,2012-10-03,Kevin Quon
KSU,2012-10-02,Bidness Etc
IMGN,2012-10-02,Stephen Simpson
NBIX,2012-10-02,BioNap
KATE,2012-10-02,Stone Fox Capital
ARIA,2012-10-02,Longwood Bulls
INTC,2012-10-02,Ashraf Eassa
VHC,2012-10-02,Blue Corn Investments
AMD,2012-10-01,Ashraf Eassa
TROX,2012-10-01,Thomas Lott
ONVO,2012-10-01,Helix Investment Research
KOG,2012-10-01,Richard Zeits
P,2012-10-01,StockSaints
FTRCQ,2012-10-01,Crunching Numbers
TXN,2012-09-30,Ashraf Eassa
SPWR,2012-09-29,Shareholders Unite
SRPT,2012-09-28,Sean Anderson
GOOG,2012-09-28,Clayton Rulli
NOK,2012-09-28,Jacob Steinberg
CLPT,2012-09-28,LastFinancier
S,2012-09-28,Saibus Research
BB,2012-09-27,Bill Maurer
LSE,2012-09-27,Daniel Lauchheimer
XOM,2012-09-27,Richard Zeits
BBI,2012-09-27,Theodore Cohen
GM,2012-09-27,Alpine Analytics
AMZN,2012-09-26,Helix Investment Research
ESEA,2012-09-25,J Mintzmyer
CMRE,2012-09-25,J Mintzmyer
OUTR,2012-09-25,ValueCatalyst
BBI,2012-09-25,Stephen Simpson
EOG,2012-09-25,Cris Frangold
GLW,2012-09-25,Vince Martin
XPO,2012-09-25,Cabeza Howe
KOG,2012-09-24,Braden Holt
SIRI,2012-09-24,Spencer Osborne
HLIO,2012-09-24,Stephen Simpson
AAPL,2012-09-24,Ray Merola
ILMN,2012-09-24,Helix Investment Research
POZN,2012-09-24,BioNap
STVF,2012-09-24,Ang Nguyen
AAPL,2012-09-23,Paulo Santos
RDS.A,2012-09-23,Richard Zeits
ARCB,2012-09-22,Alpine Analytics
NVDA,2012-09-21,Austin Craig
AAPL,2012-09-21,Helix Investment Research
CXUSF,2012-09-20,Chris Damas
BK,2012-09-20,Tim Travis
SBUX,2012-09-20,Mathias Holmstrøm
ACHN,2012-09-19,Stephen Simpson
SPLS,2012-09-19,Intangible Valuation
SDRLF,2012-09-18,Power Hedge
DYAX,2012-09-18,LifeSci Advisors
NBIX,2012-09-18,Stephen Simpson
SPY,2012-09-18,Cerebro1
NTDOY,2012-09-18,Chris Katje
GRPN,2012-09-18,Helix Investment Research
OCZ,2012-09-18,Ashraf Eassa
TRV,2012-09-17,Tom Armistead
CMG,2012-09-17,Brant Prewitt
AFL,2012-09-17,Convex Strategies
CPRX,2012-09-17,James Stocklasar Thomas Jr.
DD,2012-09-17,Christopher Bayliss
SBUX,2012-09-16,Mathias Holmstrøm
NE,2012-09-16,Power Hedge
INTC,2012-09-14,"Brian Gilmartin, CFA"
TTNP,2012-09-14,BioNap
DG,2012-09-14,Intangible Valuation
S,2012-09-14,Helix Investment Research
MTP,2012-09-14,BioNap
NUVA,2012-09-13,Stephen Simpson
BBI,2012-09-13,Theodore Cohen
CDXC,2012-09-13,Stone Street Advisors
DWA,2012-09-12,Stephen Ho
VRNT,2012-09-12,Value Hunter
INSV,2012-09-12,Smith On Stocks
TIF,2012-09-11,Helix Investment Research
OEDVQ,2012-09-11,Steve Zachritz
DRRX,2012-09-11,BioNap
AAPL,2012-09-11,Bill Maurer
ACAS,2012-09-10,Jaded Consumer
PNC,2012-09-10,Jake Huneycutt
BKS,2012-09-10,Peter Larson
ATRS,2012-09-10,Smith On Stocks
TSLA,2012-09-10,Nick Butcher
YPF,2012-09-10,Caiman Valores
HAL,2012-09-10,Ray Merola
AAPL,2012-09-09,Helix Investment Research
PG,2012-09-08,Regarded Solutions
YPF,2012-09-08,Caiman Valores
INTC,2012-09-07,Ashraf Eassa
NROM,2012-09-07,Ian Cassel
S,2012-09-07,Saibus Research
P,2012-09-07,Clayton Rulli
DAL,2012-09-07,Adam Levine-Weinberg CFA
MNK,2012-09-06,LifeSci Advisors
IBM,2012-09-06,Kyle Spencer
SPPI,2012-09-06,Andrew Mather
NOK,2012-09-05,Kyle Spencer
INTC,2012-09-05,Ashraf Eassa
GMCR,2012-09-05,Seth Golden
ZBH,2012-09-05,Timothy McIntosh
BKS,2012-09-05,Alex Shadunsky
WPM,2012-09-05,Bulls and Bears
FB,2012-09-05,TechCrunch
C,2012-09-04,Tim Travis
UNIS,2012-09-04,Mike Havrilla
AAL,2012-09-04,Helix Investment Research
TSLA,2012-09-04,Bidness Etc
AABA,2012-09-03,Value Point
PBR,2012-09-03,QuandaryFX
AAPL,2012-09-03,Jaded Consumer
OVV,2012-09-02,Efsinvestment
TVIAQ,2012-09-02,Kevin Quon
SRPT,2012-09-02,David Zanoni
WMT,2012-09-02,Helix Investment Research
PG,2012-09-01,Mathias Holmstrøm
KRO,2012-08-31,QuandaryFX
T,2012-08-31,Muhammad Bazil
MSFT,2012-08-31,Kofi Bofah
VALE,2012-08-30,Caiman Valores
WDC,2012-08-30,Intangible Valuation
BAC,2012-08-30,Regarded Solutions
QEP,2012-08-30,Braden Holt
GTATQ,2012-08-30,Furbonacci
DRRX,2012-08-30,Kyle Walker
JBLU,2012-08-29,Jake Huneycutt
BSAC,2012-08-29,Caiman Valores
MCPIQ,2012-08-29,Joseph L. Shaefer
GLYE-OLD,2012-08-29,Dr. John Faessel
KNDI,2012-08-29,Perry Coleman
MCD,2012-08-29,Mathias Holmstrøm
FCX,2012-08-28,Efsinvestment
SKUL,2012-08-28,Helix Investment Research
PTR,2012-08-28,Bidness Etc
AAPL,2012-08-28,Bill Maurer
QEP,2012-08-27,Oil & Gas 360
BBY,2012-08-27,Intangible Valuation
AZN,2012-08-27,Cris Frangold
AAPL,2012-08-26,Kyle Spencer
OUTR,2012-08-25,Keith Robison
DELL-OLD,2012-08-24,Skyler Greene
MTG,2012-08-24,Lane Sigurd
MSFT,2012-08-24,Kofi Bofah
AMRN,2012-08-23,Bidness Etc
BSBR,2012-08-23,Caiman Valores
HPQ,2012-08-23,Tim Travis
HPQ,2012-08-23,Intangible Valuation
ADDXF,2012-08-23,BioNap
S,2012-08-23,Helix Investment Research
TITN,2012-08-23,"Alan Brochstein, CFA"
MRK,2012-08-22,Smith On Stocks
EW,2012-08-22,Peter Geschek
AZN,2012-08-22,Vishal Manchanda
PG,2012-08-22,"Stephen Percoco, CFA"
DELL-OLD,2012-08-22,Tim Travis
HA,2012-08-22,Helix Investment Research
THRY,2012-08-21,Glen Bradford
SMGZY,2012-08-21,John Persinos
BBY,2012-08-21,Intangible Valuation
FB,2012-08-21,Victor Cook
CHK,2012-08-21,David White
BB,2012-08-21,Reza H. Namavar
ONVO,2012-08-20,BioNap
MSFT,2012-08-20,Kyle Spencer
CSCO,2012-08-19,Cris Frangold
IOC,2012-08-19,Resourcearb
DAL,2012-08-19,Helix Investment Research
ETR,2012-08-18,Jeff Williams
SIRI,2012-08-18,Little Apple
SJM,2012-08-17,Chris Katje
EPRS,2012-08-17,Longwood Bulls
RDI,2012-08-17,Andrew Shapiro
MRVL,2012-08-16,Ashraf Eassa
CSCO,2012-08-16,Tim Travis
BKNG,2012-08-16,Andrew Borenzweig
GERN,2012-08-16,Helix Investment Research
DUK,2012-08-15,Jeff Williams
DSX,2012-08-15,J Mintzmyer
CLNE,2012-08-15,David Wren
AAPL,2012-08-15,The Ugly Truth
THRY,2012-08-15,Glen Bradford
ALSN,2012-08-14,Daniel Shvartsman
SLB,2012-08-14,Elliott Gue
BOFI,2012-08-14,Stone Street Advisors
CWEI,2012-08-14,Rob Wilson
ANDV,2012-08-14,James Shell
GME,2012-08-14,J Mintzmyer
CLR,2012-08-13,Stone Fox Capital
NEX,2012-08-13,Stone Fox Capital
BAP,2012-08-13,Caiman Valores
S,2012-08-13,Mike Merrill
AAPL,2012-08-12,Posts At Eventide
CEMI,2012-08-12,"Brian Marckx, CFA"
NOK,2012-08-12,brnichols
NVDA,2012-08-12,Helix Investment Research
SNI,2012-08-11,Ron Sommer
S,2012-08-10,Codespeed
EXC,2012-08-10,Ray Merola
FB,2012-08-10,Jacob Steinberg
CPHD,2012-08-10,DaveDx Investor
AONEQ,2012-08-10,John Petersen
ACAS,2012-08-10,Jaded Consumer
T,2012-08-09,Helix Investment Research
JNJ,2012-08-09,Smith On Stocks
EMR,2012-08-09,Jeff Williams
LMT,2012-08-09,Christopher Bayliss
AIG,2012-08-09,Saibus Research
PBEGF,2012-08-08,MLP Trader
OPEN-OLD,2012-08-08,Trefis
MSFT,2012-08-07,Bill Maurer
FB,2012-08-07,Shrideep Murthy
AAPL,2012-08-07,Dustin Small
ZNGA,2012-08-07,Illuminati Investments
NOK,2012-08-07,Jacob Steinberg
TSLA,2012-08-07,Nick Butcher
FCN,2012-08-07,Thomas Lott
MNK,2012-08-07,Smith On Stocks
T,2012-08-07,Helix Investment Research
INTC,2012-08-07,Valuentum
IMMR,2012-08-06,Paolo Gorgo
BMA,2012-08-06,Darius Samz
MSFT,2012-08-06,Richard Falcon
BRK.B,2012-08-06,Skyler Greene
INTC,2012-08-06,Mathias Holmstrøm
S,2012-08-06,Helix Investment Research
ANTM,2012-08-05,Benjamin Shepherd
NVDA,2012-08-05,John Helzer
KNDI,2012-08-05,"Tom Konrad, CFA"
UIS,2012-08-04,Mallik-Fite
CSCO,2012-08-03,Skyler Greene
WETF,2012-08-03,Saibus Research
TEF,2012-08-03,Caiman Valores
FB,2012-08-03,TechCrunch
WM,2012-08-03,Valuentum
WRES,2012-08-02,Trade In Mexico
GM,2012-08-02,Tim Travis
CRUS,2012-08-02,Chris Katje
FSLR,2012-08-02,Helix Investment Research
ARNA,2012-08-02,KLLJ Investments
X,2012-08-02,Bidness Etc
BA,2012-08-02,Saibus Research
CMI,2012-08-01,Bidness Etc
F,2012-08-01,David Silver
SCLN,2012-08-01,LifeSci Advisors
ENGIY,2012-08-01,Morningstar
NAVB,2012-08-01,Convex Strategies
MBT,2012-08-01,Bidness Etc
UVV,2012-08-01,"Camelot Portfolios, LLC"
XCO,2012-08-01,Steve Zachritz
STX,2012-08-01,Kevin Quon
SBUX,2012-07-31,Helix Investment Research
EPOC,2012-07-31,Daniel Shvartsman
BP,2012-07-31,Tim Travis
EC,2012-07-31,Caiman Valores
PFE,2012-07-31,Stephen Simpson
AAPL,2012-07-31,Kofi Bofah
AGN,2012-07-31,Daniel Shvartsman
AAL,2012-07-31,CapitalCube
CMP,2012-07-30,Morningstar
BA,2012-07-30,Bidness Etc
FB,2012-07-30,Daniel Shvartsman
RUE,2012-07-30,Dustin Small
CLF,2012-07-30,Daniel Shvartsman
EQU,2012-07-30,Nawar Alsaadi
KO,2012-07-30,Skyler Greene
DUK,2012-07-30,Jeff Williams
CAG,2012-07-30,Gene Andrews
ABB,2012-07-29,Jeff Williams
F,2012-07-29,Bidness Etc
LIME-OLD,2012-07-29,"Tom Konrad, CFA"
FB,2012-07-29,Helix Investment Research
CAT,2012-07-28,Valuentum
GFASY,2012-07-28,Caiman Valores
OTIVF,2012-07-27,Edward Schwartz
S,2012-07-27,Zvi Bar
SIRI,2012-07-27,Stephen Faulkner
LLY,2012-07-27,Valuentum
SNY,2012-07-26,Stephen Simpson
ANTM,2012-07-26,Tim Travis
GRPN,2012-07-26,Drew Handy
S,2012-07-26,Codespeed
HPQ,2012-07-26,Intangible Valuation
PFE,2012-07-26,Shankar N
SIRI,2012-07-26,Little Apple
DRYS,2012-07-25,Efsinvestment
XRX,2012-07-25,Tom Armistead
AXP,2012-07-25,Bidness Etc
CSCO,2012-07-25,Rabish
ORAN,2012-07-25,Morningstar
RF,2012-07-25,Tim Travis
INTC,2012-07-25,Trefis
ITW,2012-07-25,Stephen Simpson
BAH,2012-07-25,Valuentum
TPX,2012-07-25,The Value Investor
URI,2012-07-24,Codespeed
TRNX-OLD,2012-07-24,Daniel Shvartsman
FCX,2012-07-24,Stephen Simpson
BBI,2012-07-24,Theodore Cohen
LPIH,2012-07-24,Commander Rydell
NSPH,2012-07-24,Catalyst Capital
STT,2012-07-24,Saibus Research
PFE,2012-07-24,Valuentum
TZOO,2012-07-24,Trefis
PNC,2012-07-23,Daniel Shvartsman
ZTNO,2012-07-23,StockPicks984
GOOG,2012-07-23,Tim Travis
GFKSY,2012-07-23,Black Gold
HAL,2012-07-23,Morningstar
CDE,2012-07-23,Resourcearb
BA,2012-07-23,Steven Weitz
K,2012-07-23,Valuentum
FCX,2012-07-22,Global Value Investor
WW,2012-07-22,Morningstar
OI,2012-07-22,Geoffrey Rocca
GOOG,2012-07-22,Pendulum
JCI,2012-07-20,Tom Armistead
NOK,2012-07-20,Jacob Steinberg
GTATQ,2012-07-20,Philip Mause
IGTE,2012-07-20,Bret Jensen
GOOG,2012-07-20,Marek Fuchs
SDRLF,2012-07-20,Power Hedge
MSFT,2012-07-20,Dana Blankenhorn
SLB,2012-07-20,Dana Blankenhorn
BKR,2012-07-20,Bret Jensen
TGT,2012-07-19,Poonkulali Thangavelu
IBM,2012-07-19,Valuentum
MO,2012-07-19,Ry Frank
NUE,2012-07-19,Bidness Etc
AMZN,2012-07-19,Marek Fuchs
IBKR,2012-07-19,Paulo Santos
IMAX,2012-07-19,Scott MacDonald
IBM,2012-07-19,Pendulum
SIRI,2012-07-19,New Orleans
TEX,2012-07-18,Daniel Shvartsman
DDMGQ,2012-07-18,Chris Katje
NOK,2012-07-18,The Archivist
IM,2012-07-18,Mathias Holmstrøm
IBKR,2012-07-18,American Business News
INTC,2012-07-18,Dana Blankenhorn
DELL-OLD,2012-07-18,Skyler Greene
APEI,2012-07-18,GARP Investing
USB,2012-07-18,Dana Blankenhorn
TURN,2012-07-18,Paulo Santos
EOG,2012-07-18,Mel Daris
C,2012-07-18,Tim Travis
AMRS,2012-07-18,MarketScanners
NFX,2012-07-18,Vatalyst
BDRAF,2012-07-18,Morningstar
S,2012-07-18,Karl Denninger
PEP,2012-07-17,Jeff Williams
BTU,2012-07-17,Bidness Etc
S,2012-07-17,Thomas Lott
NOK,2012-07-17,Dividendinvestr
QCOM,2012-07-17,Trefis
CPST,2012-07-17,VFC's Stock House
CAT,2012-07-17,Daniel Shvartsman
AIG,2012-07-17,Global Value Investor
PBR,2012-07-17,Emerging Money
ATVI,2012-07-16,Andrew Bowden
OTIVF,2012-07-16,Edward Schwartz
WPRT,2012-07-16,Bidness Etc
ARCO,2012-07-16,Caiman Valores
PG,2012-07-16,Skyler Greene
DECK,2012-07-16,Bill Maurer
NFLX,2012-07-16,Vatalyst
IMOS,2012-07-16,Valuable Insights
NFLX,2012-07-16,Ry Frank
GTE,2012-07-16,Caiman Valores
SIRI,2012-07-16,Little Apple
TWX,2012-07-16,Morningstar
BHP,2012-07-16,Emerging Money
IMSCQ,2012-07-16,VFC's Stock House
CMRE,2012-07-15,J Mintzmyer
KOG,2012-07-15,Ry Frank
ETN,2012-07-15,Jeff Williams
TRN,2012-07-15,Jeff Williams
CFNL,2012-07-15,Kapitall
DSS,2012-07-14,Stock Croc
GS,2012-07-14,Global Value Investor
WFC,2012-07-13,Tim Travis
SWY,2012-07-13,Robert Wong
UAL,2012-07-13,Adam Levine-Weinberg CFA
AAPL,2012-07-12,Jason Schwarz
WINMQ,2012-07-12,Vatalyst
TPR,2012-07-12,Ben Sender
HPQ,2012-07-12,Trade In Mexico
FSTR,2012-07-12,Jason Rivera
CPPRQ,2012-07-12,Adam Levine-Weinberg CFA
SIRI,2012-07-12,Little Apple
NOK,2012-07-12,sillarsdave
CHK,2012-07-12,Global Value Investor
OPTT,2012-07-12,Markus Aarnio
TVIAQ,2012-07-12,Kevin Quon
S,2012-07-12,Ted Barac
WFC,2012-07-12,Valuentum
G,2012-07-12,Valuentum
DWA,2012-07-12,Chris Katje
PG,2012-07-11,Skyler Greene
CSCO,2012-07-11,Bidness Etc
INTC,2012-07-11,Efsinvestment
GOOG,2012-07-11,Tim Travis
LDK,2012-07-11,portfoliV
OMAB,2012-07-11,Zacks Investment Research
LGF.A,2012-07-11,Chris Katje
ABAX,2012-07-11,Zacks Investment Research
COST,2012-07-11,Helix Investment Research
JPM,2012-07-11,Valuentum
CR,2012-07-11,Valuentum
VOXX,2012-07-10,Vince Martin
EQU,2012-07-10,Adam Goldstein
CSCO,2012-07-10,Ry Frank
VZ,2012-07-10,IncomeHunter
PWER,2012-07-10,qia
AMZN,2012-07-10,Dana Blankenhorn
AA,2012-07-10,Bidness Etc
AMD,2012-07-10,Richard Davenport
OMEX,2012-07-10,LightseedVC
T,2012-07-10,ValueMax
GLD,2012-07-10,Bidness Etc
SPR,2012-07-10,Matthew Potter
DFS,2012-07-10,Trefis
SBS,2012-07-09,Mountain Analytic
SWY,2012-07-09,Robert Wong
AMBO,2012-07-09,Zhongguo Alpha
SIRI,2012-07-09,Stephen Faulkner
DUK,2012-07-09,Daniel Shvartsman
ALNY,2012-07-09,Stephen Simpson
WSCI,2012-07-09,Jeffrey Bomchill
AAL,2012-07-09,Jacob Steinberg
SHW,2012-07-09,Bidness Etc
JOY,2012-07-09,Jeff Williams
UTX,2012-07-09,Jeff Williams
FSLR,2012-07-09,Helix Investment Research
MTW,2012-07-08,Daniel Shvartsman
NFLX,2012-07-08,Trefis
CHL,2012-07-08,Trefis
TSL,2012-07-06,Shareholders Unite
FB,2012-07-06,Marek Fuchs
HOG,2012-07-06,Bidness Etc
GOOG,2012-07-06,Herr Hansa
MBI,2012-07-06,Lane Sigurd
MNKD,2012-07-06,Praveen Jayarajan
VALE,2012-07-05,Caiman Valores
WFC,2012-07-05,Bidness Etc
XIN,2012-07-05,Viking2010
DAL,2012-07-05,Amir Houriani
GS,2012-07-05,Valuentum
OI,2012-07-05,Valuentum
AZN,2012-07-04,ValueMax
AAPL,2012-07-04,The Ugly Truth
MU,2012-07-03,Helix Investment Research
WFC,2012-07-03,David Kass
JPM,2012-07-03,Bidness Etc
S,2012-07-03,Bidness Etc
S,2012-07-03,Stock Croc
DELL-OLD,2012-07-03,12 Value Stocks
NWSA,2012-07-03,Bidness Etc
CLPT,2012-07-03,VFC's Stock House
NES,2012-07-03,ChicagoB
GE,2012-07-03,Stock Croc
SUN,2012-07-03,Bidness Etc
